drug,target,value
312,114,6.5
312,118,5.6
312,122,5.5
312,124,8.2
312,150,5.3
312,151,7.1
312,153,5.6
312,164,5.9
313,1,6.5
313,17,5.5
313,23,5.5
313,29,5.5
313,37,6.3
313,38,6.2
313,39,6.4
313,43,5.2
313,52,5.3
313,53,6.1
313,55,6.1
313,57,5.1
313,58,6
313,61,5.5
313,75,5.8
313,80,6.3
313,83,5.6
313,85,6.3
313,87,5.3
313,88,7.1
313,92,5.5
313,96,5.2
313,98,6.7
313,100,5.4
313,101,6.1
313,113,5.3
313,117,5.1
313,121,5.8
313,125,6.6
313,162,5.3
314,1,6.7
314,8,8.2
314,9,8.6
314,17,6.8
314,26,7.3
314,31,7.1
314,32,9.4
314,33,6.6
314,35,6.9
314,38,7.7
314,41,6.6
314,50,6.7
314,53,7.5
314,59,6.4
314,61,6.8
314,74,6.2
314,79,6.5
314,80,6.6
314,87,6.6
314,89,6.7
314,92,6.6
314,96,6.8
314,98,7.7
314,99,6.3
314,108,7.9
314,110,6.7
314,123,5.9
314,124,6.8
314,125,7.1
315,1,7.5
315,9,6.2
315,13,6.1
315,26,7.8
315,31,5.6
315,32,9.4
315,37,7.9
315,38,7.4
315,41,5.8
315,74,7
315,88,8.6
315,89,6.4
315,96,6.6
315,98,6.8
315,108,7.5
315,110,5.9
315,124,6.8
315,125,7.5
316,1,7.5
316,8,5.5
316,9,7
316,13,6.5
316,26,7.9
316,28,6.1
316,31,6.1
316,32,9.1
316,33,5.9
316,35,5.8
316,37,8.2
316,41,5.7
316,53,5.8
316,59,5.8
316,61,5.7
316,74,7.5
316,79,5.9
316,80,6
316,89,6.9
316,96,7.4
316,97,5.2
316,98,7.5
316,110,6.7
316,124,7.2
316,125,7.4
317,1,5.2
317,39,5.2
317,53,5.6
317,55,5.1
317,75,5.3
317,85,5.3
317,88,6.2
317,125,6.3
317,138,7.7
318,8,6.5
318,10,6.3
318,15,5.9
318,23,5.2
318,26,6.6
318,28,6.5
318,29,5.6
318,37,6.1
318,38,6
318,39,6.7
318,53,7.4
318,70,5.6
318,73,5.4
318,83,5.8
318,84,5.9
318,85,7.3
318,96,6.1
318,98,7.1
318,107,5.6
318,110,5.7
318,118,5.7
318,124,5.6
319,7,5.6
319,8,5.8
319,10,5.9
319,15,5.2
319,18,5.4
319,26,6.4
319,28,6.1
319,32,7.2
319,37,6.5
319,39,7.2
319,45,5.3
319,53,7.4
319,66,5.4
319,73,5.6
319,84,6.5
319,92,5
319,96,6.2
319,98,6.9
319,103,5.3
319,107,6.2
319,118,6.4
319,124,5.6
319,164,5.4
320,1,6.6
320,7,6.1
320,15,5.5
320,17,5.2
320,23,5.2
320,24,5.2
320,26,7.3
320,32,8.3
320,37,7.7
320,38,7.4
320,39,5.8
320,42,5.7
320,45,6.2
320,46,5.6
320,53,6
320,54,5.8
320,55,5.4
320,66,6.1
320,69,6.5
320,70,5.4
320,74,6.8
320,79,5.2
320,80,6.2
320,83,5.7
320,84,6.1
320,85,5.7
320,87,5.8
320,88,7.2
320,92,6.1
320,96,6.4
320,98,7.8
320,100,5.9
320,107,5.5
320,113,7.6
320,114,5.8
320,118,5.8
320,122,5.4
320,124,5.5
320,125,6.4
320,138,5.4
320,143,5.9
320,150,5.3
320,151,5.6
320,162,6.5
320,166,6
321,1,6.9
321,8,5.3
321,17,5.2
321,26,6
321,32,6.4
321,37,7
321,38,7.2
321,39,6
321,42,6
321,45,6
321,53,6.5
321,54,5.8
321,66,5.2
321,69,6.4
321,74,5.7
321,75,6.1
321,83,5.9
321,85,5.7
321,87,6.1
321,88,7.9
321,92,5.3
321,96,5.9
321,98,7.5
321,100,5.6
321,107,5.8
321,113,6.2
321,124,5.8
321,125,6
321,162,5.3
322,1,6.2
322,5,5.8
322,8,5.7
322,26,6
322,32,6.6
322,33,5.4
322,38,8.2
322,39,5.3
322,42,7.5
322,43,5.3
322,45,5.3
322,46,5.7
322,53,5.8
322,74,5.9
322,75,5.3
322,83,5.7
322,84,6.8
322,87,5.2
322,88,7.1
322,92,5.9
322,96,7.6
322,98,6.8
322,107,7
322,108,5.5
322,113,5.5
322,114,5.5
322,118,5.2
322,124,7
322,151,5.8
322,153,6.4
323,7,5
323,8,7
323,10,6.1
323,15,6.1
323,19,5.3
323,37,5.1
323,38,6.3
323,39,6.9
323,53,7.4
323,83,5.5
323,84,6.2
323,85,7.8
323,96,5.3
323,98,6.9
323,107,5.1
323,110,5.9
324,8,5.6
324,10,5.6
324,26,6.1
324,37,5.7
324,39,6.2
324,53,6.7
324,66,5.2
324,73,5.3
324,96,6
324,98,6.2
324,103,5.9
324,107,5.3
324,117,6.1
324,124,5.5
325,8,8.4
325,32,8.6
325,38,7.9
325,55,6.8
325,74,5.6
325,80,6.8
325,88,8.1
325,92,6.6
325,96,8.4
326,1,7.4
326,9,8.8
326,13,6.9
326,17,5.4
326,26,6.9
326,31,6.6
326,32,8.5
326,33,5.7
326,35,6.7
326,50,5.4
326,53,5.4
326,59,5.6
326,74,7.2
326,79,6.6
326,80,5.3
326,88,8.9
326,89,7.6
326,92,5.4
326,96,7.9
326,98,7.5
326,108,5.6
326,110,6.5
326,124,8.3
326,125,7.8
327,1,7.1
327,9,6.5
327,13,6.8
327,26,6.8
327,31,6.1
327,32,8.9
327,33,5.8
327,35,7.1
327,38,8.4
327,53,5.5
327,61,5.8
327,74,7.3
327,79,5.9
327,88,8.4
327,89,7
327,96,7.5
327,98,7.5
327,108,5.6
327,110,6.3
327,124,7.9
327,125,6.9
328,1,7.6
328,8,5.7
328,9,7.9
328,13,7.3
328,17,6.1
328,26,7.3
328,31,6.8
328,32,9.1
328,33,6.2
328,35,6.9
328,50,6
328,53,5.6
328,59,5.7
328,74,7.6
328,79,6.8
328,80,5.9
328,87,5.8
328,89,7.6
328,92,6.2
328,96,7.9
328,98,7.9
328,99,5.5
328,108,5.7
328,110,7.1
328,124,8.2
328,125,7.9
329,8,6
329,32,8
329,38,7.8
329,53,7.2
329,74,7
329,80,5.8
329,88,8.4
329,92,6.3
329,96,6.4
330,8,5.4
330,32,8.1
330,38,7.7
330,53,7.2
330,55,6.7
330,74,7.5
330,80,7.4
330,88,8.4
330,92,6.6
330,96,7
330,97,6.2
331,8,7.5
331,32,9.2
331,38,8
331,55,7.4
331,74,6
331,80,6.1
331,88,8.3
331,92,5.5
331,96,7.2
332,32,8.4
332,38,8.3
332,74,7.7
332,80,7.1
332,88,8.4
332,92,6.3
332,96,6.6
333,1,7
333,9,6.5
333,13,6.4
333,26,6.6
333,31,6.1
333,32,9.1
333,33,5.6
333,35,6.2
333,38,8.4
333,74,6.9
333,79,5.5
333,88,8.1
333,89,6.8
333,96,7.1
333,98,7.4
333,110,6
333,124,7.6
333,125,6.8
334,32,7.3
334,53,6.9
334,74,7.8
334,80,7
334,92,6.4
334,96,8.3
334,97,5.4
335,1,6.6
335,9,8.2
335,13,7.3
335,26,6.6
335,31,5.8
335,32,8.9
335,33,5.7
335,35,6.6
335,74,7.1
335,79,5.6
335,89,7
335,96,7.7
335,98,7
335,110,6.5
335,124,7.7
335,125,7.1
336,10,5.4
336,26,7
336,37,5.6
336,39,6.3
336,53,7.1
336,73,5.4
336,92,5.1
336,96,6.2
336,98,6.6
336,100,5.1
336,103,5
336,117,5.2
336,118,5.6
336,124,6.4
337,1,7.1
337,8,6.4
337,9,7.9
337,13,7.4
337,17,5.9
337,26,7.4
337,31,7
337,32,9.5
337,33,6.9
337,35,6.7
337,50,6.3
337,53,6.3
337,59,7.4
337,61,7.1
337,74,7.9
337,79,5.8
337,80,6.8
337,89,7
337,96,7.3
337,97,6.1
337,98,7.5
337,99,6
337,110,7.8
337,124,7.5
337,125,8.1
338,1,5.7
338,8,6
338,9,7.3
338,17,6.2
338,37,5.4
338,38,5.2
338,39,6.2
338,43,5.3
338,53,6.9
338,55,5.7
338,84,5.7
338,85,6.7
338,88,6.6
338,96,5.2
338,98,5.8
338,118,5.4
338,125,5.9
339,1,5.3
339,8,5.3
339,37,5.3
339,39,5.8
339,42,6.1
339,53,6.7
339,84,5.8
339,85,8.4
339,88,6.6
339,98,6.5
340,1,5.4
340,37,6.1
340,38,7.5
340,42,6.6
340,53,5.6
340,54,6.2
340,75,5.5
340,83,5.1
340,84,5.1
340,88,6.6
340,105,5.9
340,138,6.5
341,1,5.2
341,53,5.5
341,85,6
341,88,6.4
341,125,6.5
342,53,5.7
342,88,6.1
342,98,5.2
342,125,6.3
343,5,5.8
343,45,6.9
343,72,7.4
343,80,6.4
343,100,5.1
343,101,5.9
343,132,6.6
344,118,5.5
344,125,6
345,1,5.3
345,8,7.6
345,9,8.9
345,15,5.3
345,17,6.6
345,18,6.3
345,19,5.2
345,31,5.6
345,37,6.5
345,38,6.8
345,39,7.3
345,40,5.3
345,43,5.3
345,53,8.6
345,56,6.9
345,61,5.1
345,66,5.8
345,80,5.7
345,83,5.8
345,84,6.6
345,85,5.2
345,88,6.4
345,96,5.5
345,98,5.6
345,102,7.5
345,105,7.8
345,107,5.3
345,124,5.2
345,140,5.7
345,150,5.3
345,151,5.3
345,157,5.4
345,161,5.7
346,8,6.7
346,9,6.9
346,15,5.1
346,17,6.3
346,18,5.7
346,37,6.1
346,38,6
346,39,6.6
346,53,7.6
346,56,6.8
346,80,5.4
346,83,5.4
346,84,6
346,85,6
346,88,7.1
346,102,6.8
346,105,6.9
346,114,5.7
346,140,5.8
346,157,5.2
346,161,5.5
347,7,6.3
347,14,5.5
347,15,6.6
347,17,7.3
347,18,7.8
347,19,6
347,20,5.2
347,27,5.8
347,33,5.6
347,35,6.8
347,37,6.4
347,38,6.7
347,39,8.4
347,40,6.4
347,41,5.6
347,42,5.6
347,43,6.4
347,45,6
347,46,5.5
347,53,8.5
347,55,5.4
347,56,8.1
347,57,5.1
347,61,5.8
347,66,6.1
347,73,5.3
347,75,6.1
347,79,5.3
347,83,6.5
347,84,6.9
347,85,7.1
347,88,6.9
347,93,7.2
347,96,6.7
347,98,6.2
347,100,5.9
347,101,5.6
347,102,8.5
347,103,6.2
347,105,8.9
347,107,6.4
347,112,5.2
347,114,5.7
347,122,6.1
347,124,5.9
347,140,6.6
347,150,5.9
347,151,6.1
347,157,6.6
347,161,7
348,1,5.8
348,7,6.8
348,14,5.2
348,15,6.4
348,17,7.3
348,18,7.8
348,19,5.7
348,37,6.6
348,38,7.2
348,39,8.2
348,40,6.5
348,41,5.5
348,43,6
348,45,5.4
348,55,5.4
348,56,8.1
348,59,5.4
348,61,5.6
348,66,6.3
348,75,6
348,80,6.5
348,83,6.1
348,84,6.6
348,85,6.2
348,87,5.6
348,88,6.9
348,92,5.4
348,96,6.3
348,97,5
348,98,6
348,101,5.2
348,102,8.6
348,103,6.3
348,105,9
348,107,5.8
348,114,5.2
348,122,5.6
348,124,5.8
348,125,5.8
348,140,7.1
348,150,5.3
348,151,5.6
348,157,6.4
348,161,7.1
349,7,6.6
349,8,8.3
349,15,6.5
349,17,7.4
349,18,7.6
349,19,6.3
349,37,5.8
349,38,7.1
349,39,8.1
349,40,6.2
349,53,8.3
349,56,7.6
349,61,5.1
349,64,5.1
349,66,6.5
349,80,5.7
349,83,6.6
349,84,5.8
349,85,7.6
349,88,6.5
349,96,5.6
349,98,5.3
349,102,8.4
349,103,6.4
349,105,8.6
349,107,5.1
349,114,5.5
349,118,5.2
349,124,5.2
349,140,7
349,150,5.7
349,157,6.5
349,161,6.7
350,1,5.4
350,8,7.6
350,9,7.4
350,15,5.7
350,17,7.1
350,18,7.4
350,19,6.1
350,37,6.3
350,38,6.6
350,39,7.7
350,40,5.7
350,56,6.7
350,64,5.3
350,66,6.4
350,80,5.6
350,83,6.7
350,84,6.6
350,85,6.4
350,88,6.1
350,96,5.7
350,98,5.6
350,102,7.3
350,105,6
350,107,5.8
350,114,5.9
350,124,5.1
350,140,5.3
350,150,6.2
350,157,5.9
350,161,6.2
351,8,7.3
351,9,6.9
351,15,5.8
351,17,6.4
351,18,6.9
351,19,5.8
351,23,5.2
351,37,6.3
351,38,6.9
351,39,7.8
351,40,5.4
351,56,6.3
351,66,6.1
351,80,5.2
351,83,6.5
351,84,6.1
351,85,6.3
351,88,5.8
351,96,5.7
351,102,6.2
351,105,6.7
351,107,5.5
351,114,6.3
351,124,5.2
351,140,5.7
351,150,5.6
351,157,5.9
351,161,5.9
352,8,7.1
352,9,7.2
352,15,5.7
352,17,6.9
352,18,6.9
352,37,6.6
352,38,7
352,39,7.6
352,40,5.1
352,56,5.8
352,66,5.4
352,83,6.5
352,84,6.2
352,85,5.6
352,88,5.7
352,96,5.4
352,102,7.1
352,105,7.2
352,114,6.4
352,157,5.4
352,161,5.7
353,1,5.4
353,8,6.9
353,9,6.5
353,15,5.4
353,17,6.9
353,18,6.1
353,19,6.3
353,23,5.3
353,37,5.5
353,39,7.7
353,40,5.8
353,42,5.6
353,45,5.6
353,54,5.8
353,55,5.2
353,59,5.4
353,66,6
353,74,6
353,80,6.1
353,83,6
353,84,5.2
353,85,6.1
353,87,5
353,88,6
353,92,5.3
353,96,5.7
353,98,7.1
353,105,5.8
353,114,6.4
353,118,5.8
353,138,6
353,140,5.6
353,150,6.2
353,157,6.2
353,161,6.4
354,8,7.1
354,9,6.9
354,15,6
354,17,6.5
354,18,7
354,19,6.1
354,37,5.4
354,38,5.9
354,39,7.4
354,40,5.5
354,66,5.3
354,73,5.3
354,83,6.4
354,84,5.4
354,85,5.9
354,88,5.5
354,96,5.2
354,98,5.4
354,102,7.7
354,105,7.7
354,157,5.4
354,161,5.8
355,2,5.6
355,8,7.4
355,9,8.6
355,15,5.3
355,17,6.5
355,18,6.4
355,23,6.3
355,29,5.2
355,37,6.4
355,38,6.8
355,39,7.4
355,49,6.8
355,53,8.2
355,56,7
355,66,5.3
355,80,5.8
355,83,5.7
355,84,6.4
355,85,5.9
355,88,6.2
355,96,5.4
355,102,7.3
355,105,7.4
355,107,5.3
355,110,6.5
355,117,5.1
355,118,5.7
355,143,5.7
355,161,5.5
356,8,7
356,9,8.1
356,15,5
356,17,6.8
356,18,5.9
356,19,5.5
356,33,5.1
356,37,5.9
356,38,6.7
356,39,6.8
356,53,7.7
356,56,6.5
356,80,5.3
356,83,5.5
356,84,5.9
356,85,5.6
356,88,6.2
356,98,5.4
356,102,6.3
356,105,7
356,161,5.3
357,1,6.6
357,8,6.7
357,9,6.4
357,17,6.8
357,18,5.4
357,19,5.3
357,39,7.1
357,45,5.3
357,53,8.4
357,55,5.6
357,63,6.1
357,80,6.1
357,83,5.6
357,85,6.3
357,88,7.5
357,98,8.2
357,110,5.9
357,114,5.8
357,118,5.7
357,138,5.4
357,140,5.4
357,150,6
357,161,5.5
358,8,7.9
358,9,7.4
358,15,5.9
358,17,7.1
358,18,7.2
358,19,6
358,37,6.2
358,38,6.2
358,39,8.6
358,56,7.7
358,61,5.1
358,64,5.1
358,83,6.4
358,84,6.3
358,85,6.2
358,88,6.6
358,93,6.9
358,96,5.6
358,102,7.8
358,105,8.1
358,107,5.5
358,114,6.1
358,124,5.4
358,140,5.5
358,150,6
358,157,5.6
359,8,5.9
359,9,6.8
359,17,6.1
359,18,6
359,37,5.9
359,38,5.9
359,39,7.6
359,61,6.6
359,75,6.1
359,83,5.4
359,85,5.4
359,88,7.2
359,96,6.1
359,102,6.8
359,105,7.5
359,114,5.3
359,124,5.3
359,150,5.6
359,157,5.6
360,5,5.9
360,17,5.8
360,19,5.4
360,22,6.6
360,23,5.7
360,28,6.3
360,29,6
360,33,6.2
360,39,6.1
360,49,6.8
360,55,6.8
360,58,6.2
360,59,7.6
360,61,6.1
360,71,6.5
360,76,6.9
360,80,7
360,101,5.1
360,103,6.8
360,107,5.7
360,110,6.7
360,111,5.1
360,112,6.1
360,114,6.6
360,116,5.8
360,117,5.3
360,118,6.8
360,121,6.1
360,125,7.8
360,131,5.9
360,150,5.2
361,4,4
361,8,4.3
361,28,4
361,29,4.1
361,30,4.1
361,38,4.2
361,47,4
361,51,4
361,70,4.2
361,71,4.1
361,81,4.2
361,91,4.1
361,110,4.1
361,135,4.2
362,32,6.9
362,35,6
363,8,5.9
363,32,8.1
363,38,6.4
363,53,6.5
363,80,5.9
363,88,7.4
363,96,6
363,97,5.6
364,32,7
364,38,5.8
364,53,5.3
364,55,5.2
364,80,5.4
364,88,6.5
365,32,6.8
365,38,6.1
365,53,5.3
365,80,5.7
365,88,7
365,92,5.1
365,96,5.5
366,8,5.4
366,32,8.3
366,38,8.6
366,74,7.7
366,80,7
366,88,8.3
366,92,7.6
366,96,6.8
366,97,5.2
367,8,6.3
367,9,6.8
367,17,5.1
367,39,5.7
367,53,6.9
367,85,5.8
367,88,5.9
367,102,6.7
367,105,6.7
367,114,5.1
367,117,5.5
367,118,5.8
367,138,6.2
367,150,5.1
368,1,5.5
368,8,6.4
368,27,6.5
368,35,7
368,37,6.2
368,38,6.3
368,39,5.9
368,88,7.8
368,93,6.1
368,98,6.6
368,108,7.1
368,119,6.1
368,124,6.4
369,30,4.3
369,88,5.4
369,90,4.3
369,98,4.9
369,124,5.7
370,27,4.5
370,39,4.7
370,79,4.2
370,88,5.2
370,92,4.3
370,98,4.7
370,119,4.5
370,124,4.2
371,8,7.5
371,9,6.5
371,37,5.9
371,38,5.9
371,39,8.2
371,88,6.5
371,93,5.8
371,108,5.6
372,26,5.5
372,38,4.1
372,39,4.7
372,81,4.1
372,88,5.6
372,92,4.6
372,110,4
373,8,6.3
373,9,6.4
373,38,5.6
373,39,5.9
373,53,6.9
373,56,6.3
373,84,5.8
373,88,6.2
373,105,5.9
373,117,5.3
373,145,5.8
374,8,6.6
374,9,6.7
374,17,5.3
374,37,5.4
374,38,5.7
374,39,6.5
374,53,7.4
374,56,5.8
374,83,5.2
374,84,5.8
374,88,6.8
374,105,6.2
374,145,6.2
374,150,5.4
375,8,7.4
375,9,6.3
375,37,5.5
375,38,5.7
375,39,8.5
375,88,7.2
375,93,6.7
376,8,6
376,9,6.3
376,37,5.5
376,38,5.6
376,39,9.1
376,88,7
376,93,5.7
377,27,4.7
377,65,4.7
377,88,6
378,27,4
378,51,4.6
378,88,5.8
378,127,4.1
379,8,6.5
379,9,5.7
379,36,5.4
379,39,7.6
379,93,6
380,24,5.6
380,67,5.6
380,112,5.8
381,17,5.2
381,39,5.3
381,53,6.7
382,1,6
382,4,5.6
382,5,8.3
382,7,5.8
382,10,7.1
382,26,7.1
382,27,6.4
382,28,6.2
382,29,6.6
382,30,5.7
382,31,5.3
382,34,5.8
382,35,7.1
382,37,7.8
382,38,8
382,39,5.5
382,49,6.1
382,50,6.1
382,52,6
382,59,6.4
382,66,6.1
382,78,6
382,79,6.5
382,86,5.9
382,87,6.4
382,88,6.9
382,90,6.3
382,91,5.9
382,92,6
382,94,6.4
382,98,6
382,108,6.5
382,109,8.4
382,117,5.6
382,118,6.8
382,119,5.8
382,124,7.2
382,126,5.9
382,127,5.9
382,128,6.9
382,129,6.1
382,131,5.9
382,135,6
382,136,6.1
382,148,6.4
382,155,5.8
383,1,6.6
383,2,6.8
383,3,7.1
383,4,7.2
383,5,7
383,6,6.5
383,7,8.2
383,8,7.1
383,9,7
383,10,8.3
383,11,7.2
383,13,7
383,14,7.4
383,15,7
383,16,7.3
383,17,7.1
383,18,7.1
383,19,6.7
383,20,7.5
383,21,7.4
383,27,6.5
383,28,9.1
383,29,7.8
383,30,8.1
383,31,8.8
383,32,8.3
383,33,6.8
383,34,8.4
383,35,7
383,36,6
383,37,6.8
383,39,7.9
383,41,7.7
383,43,7.4
383,44,9
383,46,6.3
383,48,6.2
383,49,7.6
383,50,8.2
383,51,7.7
383,52,7.6
383,53,7.6
383,55,6.6
383,56,6.5
383,57,6.4
383,58,6.8
383,60,9
383,61,7.2
383,62,6.9
383,64,7.3
383,65,6.5
383,66,8
383,67,8.1
383,68,8.1
383,69,5.9
383,70,7.9
383,71,7
383,72,7.1
383,73,8.2
383,74,6.5
383,75,5.4
383,78,6.9
383,80,6.4
383,81,6.9
383,82,7.2
383,84,8.4
383,85,7
383,86,8.3
383,87,7.4
383,88,7.6
383,89,7.5
383,90,8.5
383,91,7.2
383,93,7.2
383,94,7.4
383,95,8.2
383,97,8.4
383,98,6.6
383,100,7
383,103,7.1
383,104,5.7
383,106,6.9
383,109,6.9
383,110,7.5
383,111,6.3
383,113,6.9
383,114,5.6
383,115,8.8
383,117,7.7
383,119,9.5
383,120,9.1
383,121,9.4
383,125,7
383,128,8.5
383,129,8.1
383,130,7.1
383,131,8.4
383,132,6.8
383,134,8.2
383,135,7.5
383,136,6.8
383,139,8.5
383,140,7.8
383,141,7.3
383,142,8.5
383,143,6.6
383,144,6.5
383,146,7
383,147,7.1
383,148,6.9
383,151,5.7
383,155,8.4
383,161,5.4
383,165,7.6
383,166,7
383,167,7.3
383,168,9.3
383,169,9
383,170,8.9
384,1,7.8
384,3,6.9
384,5,8.2
384,7,7.7
384,8,7
384,9,5.9
384,10,8.8
384,11,7.4
384,13,6.2
384,14,7.2
384,15,5.3
384,16,7.1
384,17,6.9
384,18,6.6
384,19,7
384,20,6.5
384,21,6.5
384,22,7.4
384,23,8.1
384,26,7.5
384,28,9.1
384,29,7.3
384,31,7.8
384,32,7.5
384,33,6.5
384,34,7.3
384,37,7
384,38,6.9
384,39,6.1
384,40,6.6
384,41,6.9
384,42,6.5
384,43,5.9
384,44,7.8
384,45,5.6
384,46,7.4
384,49,7.6
384,50,8.2
384,51,6.9
384,52,7.7
384,53,6.7
384,55,7
384,56,7
384,57,5.6
384,58,6.9
384,59,7.2
384,60,7.3
384,61,6.5
384,62,6.1
384,63,7
384,64,6.4
384,65,7.6
384,66,7.6
384,67,7.1
384,68,7.5
384,69,5.7
384,70,7
384,71,8.3
384,73,7.5
384,74,7.3
384,75,7.1
384,76,7.7
384,78,6.8
384,79,5.2
384,80,7.2
384,81,7.1
384,82,6.1
384,83,6.4
384,84,6.5
384,85,7
384,86,7.5
384,87,7.5
384,95,8.2
384,96,8.1
384,97,6.9
384,98,7.3
384,99,6.9
384,100,7.1
384,101,7.8
384,103,7.5
384,105,5.9
384,106,6.7
384,107,7.6
384,109,8.6
384,110,8.4
384,111,6.5
384,112,7.4
384,113,8.4
384,114,7
384,115,7.4
384,116,8.1
384,118,8.5
384,121,7.2
384,123,8.5
384,124,8.1
384,125,6.7
384,127,6.6
384,128,7
384,129,7
384,131,7.9
384,132,6.7
384,133,6.8
384,134,5.6
384,135,6
384,137,6.2
384,138,6.2
384,139,8.4
384,140,8
384,141,6.5
384,142,7.7
384,143,6.3
384,144,6.5
384,146,6.6
384,147,6.7
384,149,8
384,150,7.6
384,151,6.8
384,157,5.9
384,161,6.5
384,162,5.3
384,166,6.7
385,1,6.8
385,2,6.3
385,3,6.4
385,5,8.6
385,7,6.3
385,8,5.4
385,11,6.5
385,12,6.9
385,14,5.8
385,16,5.7
385,17,6.7
385,18,5.9
385,19,5.7
385,21,5.8
385,22,8
385,25,5.7
385,26,7
385,28,7.4
385,29,6.6
385,31,5.5
385,33,7.1
385,35,7.4
385,37,8.4
385,38,8.1
385,39,6.7
385,40,5.1
385,41,6.2
385,42,7.3
385,43,6.1
385,44,7.2
385,45,6.8
385,46,7.4
385,49,6.7
385,50,7.7
385,52,7.1
385,53,6.6
385,54,6.8
385,55,6.7
385,58,6.4
385,59,8.3
385,60,6.4
385,61,7
385,64,5.9
385,66,6.7
385,67,7.1
385,69,6.5
385,70,6.5
385,71,6.2
385,72,6.5
385,73,6.3
385,74,7.9
385,75,6.8
385,76,7.5
385,78,6.3
385,79,6.3
385,80,6.9
385,81,6.1
385,82,6.8
385,83,6.3
385,84,5.8
385,85,6.2
385,86,6.5
385,87,7.8
385,88,7.9
385,92,7.2
385,95,7.5
385,96,7.1
385,97,6.7
385,98,7.5
385,99,6.4
385,100,7.3
385,101,7.3
385,103,6.6
385,106,5.6
385,107,7.1
385,109,8.3
385,110,6.9
385,111,5.6
385,113,7.6
385,114,7.7
385,115,6.6
385,118,8.4
385,121,7.1
385,122,5.2
385,123,7.5
385,124,6.8
385,125,7.4
385,129,6.3
385,131,7.2
385,132,6.1
385,133,5.9
385,134,6.2
385,135,6.7
385,138,7
385,140,7.9
385,142,7.9
385,143,7.6
385,150,7.1
385,151,7.2
385,157,5.3
386,1,6
386,2,6.5
386,3,6.2
386,5,8.4
386,7,6
386,8,5.7
386,10,7.9
386,11,6.4
386,12,6.5
386,14,5.7
386,17,5.9
386,18,5.1
386,19,5.7
386,21,5.3
386,22,8
386,26,6.8
386,28,7.5
386,29,6.3
386,31,5.5
386,33,6.2
386,34,6.4
386,37,8.1
386,38,7.9
386,39,5.4
386,41,5.9
386,42,7.1
386,43,5.4
386,44,7.2
386,45,6.6
386,46,6.8
386,49,7
386,50,7.6
386,52,6.6
386,53,5.8
386,54,6.6
386,55,6.1
386,58,6.4
386,59,7.7
386,60,6.2
386,61,6.1
386,64,5.5
386,66,5.8
386,67,6.8
386,69,6
386,70,6.4
386,71,5.9
386,72,6.7
386,73,6
386,74,7.2
386,75,6.6
386,76,8
386,78,6.6
386,79,6.2
386,80,6.7
386,82,6.4
386,83,6.1
386,84,5.3
386,85,5.5
386,86,6.8
386,87,7
386,88,6.5
386,92,6.4
386,95,7.3
386,96,6.5
386,97,6.4
386,98,7
386,99,6.2
386,100,6.9
386,101,6.9
386,103,6.4
386,106,5.6
386,107,6.3
386,109,8.4
386,110,6.6
386,111,5.4
386,113,7.1
386,114,6.8
386,115,6.3
386,118,8
386,121,7.2
386,122,5.5
386,123,7.2
386,124,6.4
386,125,7.4
386,127,6.1
386,129,6.5
386,131,7.2
386,132,5.8
386,133,6.2
386,134,6.5
386,135,6.4
386,138,6.8
386,139,5.8
386,140,7.4
386,141,6.4
386,142,7.7
386,143,7.3
386,147,6.1
386,150,6.6
386,151,6.4
386,156,7.3
386,162,7.5
387,1,7.5
387,2,7.9
387,3,7.4
387,5,7.8
387,7,8.1
387,8,6.5
387,11,8.2
387,13,7.4
387,15,6.1
387,17,6.2
387,18,6.5
387,19,6.5
387,20,6.5
387,21,5.2
387,23,7.7
387,26,6.7
387,28,7.6
387,29,7.5
387,31,7.5
387,32,8.2
387,33,7
387,34,7
387,37,8.5
387,38,8.2
387,39,6.8
387,42,6.2
387,43,6.2
387,45,7.2
387,46,5.8
387,49,7.7
387,50,7.2
387,51,6.9
387,52,6.6
387,53,5.9
387,58,6.7
387,59,8.1
387,60,8
387,61,6.7
387,62,5.1
387,63,7.6
387,64,6.5
387,65,7.9
387,66,7.3
387,67,7.3
387,68,6.9
387,70,7.5
387,73,8.1
387,74,7.7
387,75,6.4
387,79,6.1
387,80,7.8
387,81,7.3
387,82,7.9
387,83,6.7
387,84,6.9
387,85,6.8
387,86,7.6
387,87,6.5
387,88,7.9
387,92,6.5
387,95,6.8
387,96,7.8
387,97,7.5
387,98,8.2
387,99,7.5
387,100,6.3
387,101,7.8
387,103,7
387,106,7.7
387,107,7.7
387,109,8
387,110,7.7
387,112,7.8
387,113,8.4
387,114,6.1
387,115,7.3
387,116,7.4
387,117,5.9
387,118,8.2
387,122,8.2
387,124,7.6
387,128,8.2
387,129,6.9
387,131,7.6
387,133,7.5
387,134,6.9
387,135,7.4
387,137,6.3
387,139,7.8
387,140,8.2
387,142,8
387,143,7.9
387,144,6.1
387,149,8.1
387,161,5.2
387,164,5.5
387,166,6.1
388,1,6.4
388,2,6.5
388,3,6.3
388,5,6.9
388,7,6.1
388,8,6.3
388,10,7.6
388,11,6.7
388,13,5.9
388,14,6
388,17,5.6
388,18,5.1
388,19,5.9
388,21,5.1
388,23,7.4
388,26,6.5
388,28,8.4
388,29,7
388,31,6.2
388,32,6.2
388,33,5.7
388,34,6.7
388,37,6
388,38,5.7
388,39,6.3
388,40,5.1
